OTU	Test-Statistic	P	FDR_P	Bonferroni_P	surface_mean	bottom_mean	taxonomy
4467425	3.0	0.0832645166636	0.403070104583	1.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
221212	3.0	0.0832645166636	0.403070104583	1.0	1.0	0.0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin515; g__; s__
101542	2.66666666667	0.10247043486	0.403070104583	1.0	3.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
1106524	2.66666666667	0.10247043486	0.403070104583	1.0	2.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
136847	2.66666666667	0.10247043486	0.403070104583	1.0	1.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
765871	2.66666666667	0.10247043486	0.403070104583	1.0	2.0	0.5	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
151897	2.66666666667	0.10247043486	0.403070104583	1.0	1.5	0.0	k__Bacteria; p__AD3; c__ABS-6; o__; f__; g__; s__
155243	2.66666666667	0.10247043486	0.403070104583	1.0	4.5	0.0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
1145639	2.66666666667	0.10247043486	0.403070104583	1.0	1.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
4411088	2.66666666667	0.10247043486	0.403070104583	1.0	1.5	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__
90674	2.66666666667	0.10247043486	0.403070104583	1.0	1.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
740317	2.66666666667	0.10247043486	0.403070104583	1.0	2.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__; s__
610383	2.66666666667	0.10247043486	0.403070104583	1.0	2.0	0.0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__
240491	2.66666666667	0.10247043486	0.403070104583	1.0	10.5	0.0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__
195316	2.66666666667	0.10247043486	0.403070104583	1.0	3.0	0.0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__11-24; f__; g__; s__
223820	2.66666666667	0.10247043486	0.403070104583	1.0	5.0	0.0	k__Bacteria; p__AD3; c__ABS-6; o__; f__; g__; s__
815596	2.66666666667	0.10247043486	0.403070104583	1.0	1.5	0.0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__
238672	2.66666666667	0.10247043486	0.403070104583	1.0	1.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
4298123	2.66666666667	0.10247043486	0.403070104583	1.0	1.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
579647	2.66666666667	0.10247043486	0.403070104583	1.0	8.0	0.0	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__0319-6A21; g__; s__
4386468	2.66666666667	0.10247043486	0.403070104583	1.0	0.0	1.5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__; s__
4314522	2.66666666667	0.10247043486	0.403070104583	1.0	1.5	0.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
1108124	2.66666666667	0.10247043486	0.403070104583	1.0	2.0	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
239671	2.66666666667	0.10247043486	0.403070104583	1.0	0.0	2.0	k__Bacteria; p__Acidobacteria; c__TM1; o__; f__; g__; s__
102024	2.66666666667	0.10247043486	0.403070104583	1.0	1.5	0.0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin515; g__; s__
4314932	2.66666666667	0.10247043486	0.403070104583	1.0	1.5	0.0	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__0319-6A21; g__; s__
223139	2.66666666667	0.10247043486	0.403070104583	1.0	2.0	0.0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
4458222	2.66666666667	0.10247043486	0.403070104583	1.0	9.0	0.5	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Myxococcaceae; g__; s__
156044	2.66666666667	0.10247043486	0.403070104583	1.0	1.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
1112326	2.66666666667	0.10247043486	0.403070104583	1.0	2.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
4382183	2.66666666667	0.10247043486	0.403070104583	1.0	1.5	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
219830	2.66666666667	0.10247043486	0.403070104583	1.0	2.5	0.0	k__Bacteria; p__AD3; c__ABS-6; o__; f__; g__; s__
252012	2.66666666667	0.10247043486	0.403070104583	1.0	2.0	0.5	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
342766	2.66666666667	0.10247043486	0.403070104583	1.0	0.0	25.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__; s__
52053	2.66666666667	0.10247043486	0.403070104583	1.0	3.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
240064	2.66666666667	0.10247043486	0.403070104583	1.0	1.5	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__NB1-j; f__NB1-i; g__; s__
510555	2.66666666667	0.10247043486	0.403070104583	1.0	1.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
736813	2.66666666667	0.10247043486	0.403070104583	1.0	0.0	2.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__
217742	2.66666666667	0.10247043486	0.403070104583	1.0	1.5	0.0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__
218246	2.66666666667	0.10247043486	0.403070104583	1.0	7.5	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__
1113158	2.66666666667	0.10247043486	0.403070104583	1.0	1.5	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
4310127	2.66666666667	0.10247043486	0.403070104583	1.0	1.5	0.0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__
253507	2.66666666667	0.10247043486	0.403070104583	1.0	4.0	0.0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__
4403263	2.66666666667	0.10247043486	0.403070104583	1.0	0.0	2.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__; s__
4308710	2.66666666667	0.10247043486	0.403070104583	1.0	2.5	0.0	k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__
213922	2.66666666667	0.10247043486	0.403070104583	1.0	1.5	0.0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__
1105706	2.66666666667	0.10247043486	0.403070104583	1.0	0.0	5.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae; g__Candidatus Portiera; s__
213804	2.66666666667	0.10247043486	0.403070104583	1.0	3.5	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
4396926	2.66666666667	0.10247043486	0.403070104583	1.0	1.5	0.0	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__0319-6A21; g__; s__
4401488	2.66666666667	0.10247043486	0.403070104583	1.0	1.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-5; o__; f__; g__; s__
241078	2.66666666667	0.10247043486	0.403070104583	1.0	3.5	0.0	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__0319-6A21; g__; s__
1624	2.4	0.121335250358	0.403070104583	1.0	41.5	2.0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__
959744	2.4	0.121335250358	0.403070104583	1.0	2.5	0.5	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__0319-6A21; g__; s__
849863	2.4	0.121335250358	0.403070104583	1.0	2.5	0.5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__
4361133	2.4	0.121335250358	0.403070104583	1.0	11.5	0.5	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
4393923	2.4	0.121335250358	0.403070104583	1.0	2.5	0.5	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
1109646	2.4	0.121335250358	0.403070104583	1.0	41.0	1.5	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__
591157	2.4	0.121335250358	0.403070104583	1.0	4.5	0.5	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__; s__
4457032	2.4	0.121335250358	0.403070104583	1.0	21.5	2.0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__
4342107	2.4	0.121335250358	0.403070104583	1.0	2.5	0.5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
807707	2.4	0.121335250358	0.403070104583	1.0	11.5	0.5	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
4447334	2.4	0.121335250358	0.403070104583	1.0	7.5	0.5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__
4314930	2.4	0.121335250358	0.403070104583	1.0	3.0	0.5	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__; g__; s__
155297	2.4	0.121335250358	0.403070104583	1.0	38.5	7.5	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
13180	1.5	0.22067136192	0.403070104583	1.0	2.0	4.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__
253167	1.5	0.22067136192	0.403070104583	1.0	2.5	0.5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
4379915	1.5	0.22067136192	0.403070104583	1.0	0.5	57.0	k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Halobacteriaceae; g__Halorhabdus; s__
240687	1.5	0.22067136192	0.403070104583	1.0	3.5	0.5	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__
338969	1.5	0.22067136192	0.403070104583	1.0	3.0	1.0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin515; g__; s__
562438	1.5	0.22067136192	0.403070104583	1.0	5.5	2.5	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
311452	1.5	0.22067136192	0.403070104583	1.0	6.0	0.5	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__A21b; f__EB1003; g__; s__
156895	1.5	0.22067136192	0.403070104583	1.0	3.0	1.0	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__; g__; s__
821052	1.5	0.22067136192	0.403070104583	1.0	2.0	0.5	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
113128	1.5	0.22067136192	0.403070104583	1.0	1.5	0.5	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
843003	1.5	0.22067136192	0.403070104583	1.0	2.5	1.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Ramlibacter; s__
1108523	1.5	0.22067136192	0.403070104583	1.0	6.5	0.5	k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__; g__; s__
206124	1.5	0.22067136192	0.403070104583	1.0	2.5	1.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__
4392315	1.5	0.22067136192	0.403070104583	1.0	1.5	0.5	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__Dechloromonas; s__
191698	1.5	0.22067136192	0.403070104583	1.0	0.5	1.5	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__
248444	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
224421	1.0	0.317310507863	0.403070104583	1.0	1.0	0.0	k__Bacteria; p__Acidobacteria; c__Sva0725; o__Sva0725; f__; g__; s__
855511	1.0	0.317310507863	0.403070104583	1.0	0.0	4.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__Ectothiorhodospiraceae; g__; s__
25116	1.0	0.317310507863	0.403070104583	1.0	0.0	1.0	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__gargensis
190020	1.0	0.317310507863	0.403070104583	1.0	0.0	1.5	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Cenarchaeales; f__SAGMA-X; g__; s__
824674	1.0	0.317310507863	0.403070104583	1.0	0.0	2.5	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
237703	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__EB1017; g__; s__
134163	1.0	0.317310507863	0.403070104583	1.0	0.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
4403168	1.0	0.317310507863	0.403070104583	1.0	0.0	3.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__
2651333	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__
207042	1.0	0.317310507863	0.403070104583	1.0	1.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
254852	1.0	0.317310507863	0.403070104583	1.0	2.5	0.0	k__Bacteria; p__Acidobacteria; c__TM1; o__; f__; g__; s__
256750	1.0	0.317310507863	0.403070104583	1.0	0.0	0.5	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
755077	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-5; o__; f__; g__; s__
1105513	1.0	0.317310507863	0.403070104583	1.0	3.0	0.0	k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__
155408	1.0	0.317310507863	0.403070104583	1.0	1.0	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
244491	1.0	0.317310507863	0.403070104583	1.0	2.5	0.0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Candidatus Xiphinematobacter; s__
1106748	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__OPB35; g__; s__
539866	1.0	0.317310507863	0.403070104583	1.0	0.0	0.5	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Piscirickettsiaceae; g__; s__
4348382	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__
4408088	1.0	0.317310507863	0.403070104583	1.0	0.0	6.5	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__; s__
810952	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Thermogemmatisporales; f__Thermogemmatisporaceae; g__; s__
927380	1.0	0.317310507863	0.403070104583	1.0	1.0	0.0	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
102892	1.0	0.317310507863	0.403070104583	1.0	0.0	1.5	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
4369884	1.0	0.317310507863	0.403070104583	1.0	0.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__
1125837	1.0	0.317310507863	0.403070104583	1.0	0.0	1.5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
207912	1.0	0.317310507863	0.403070104583	1.0	0.0	0.5	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__EB1017; g__; s__
268040	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae; g__Streptomyces
239594	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
308677	1.0	0.317310507863	0.403070104583	1.0	0.0	1.5	k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__MSBL1; g__; s__
845926	1.0	0.317310507863	0.403070104583	1.0	0.0	32.5	k__Bacteria; p__OP1; c__KB1; o__; f__; g__; s__
220148	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__AD3; c__JG37-AG-4; o__; f__; g__; s__
241301	1.0	0.317310507863	0.403070104583	1.0	0.0	3.0	k__Bacteria; p__Bacteroidetes; c__; o__; f__; g__; s__
4424782	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
4440397	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__CCU21; f__; g__; s__
4426256	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
4464871	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
3270407	1.0	0.317310507863	0.403070104583	1.0	0.0	1.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Oceanospirillaceae; g__; s__
535450	1.0	0.317310507863	0.403070104583	1.0	0.0	2.5	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
352632	1.0	0.317310507863	0.403070104583	1.0	1.5	0.0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__
218538	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Ellin6067; f__; g__; s__
4297239	1.0	0.317310507863	0.403070104583	1.0	1.0	0.0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
527397	1.0	0.317310507863	0.403070104583	1.0	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
2651948	1.0	0.317310507863	0.403070104583	1.0	0.0	1.0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
4308955	1.0	0.317310507863	0.403070104583	1.0	3.0	3.5	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__
